	SRR6924534	SRR6924535	SRR6924536	SRR6924547	SRR6924548	SRR6924549
gene:Bcin04g02030	395	354	383	254	197	185
gene:Bcin04g02040	470	492	463	661	577	536
gene:Bcin04g02050	81	89	58	83	55	80
gene:Bcin04g02060	1013	1046	1003	1505	2257	1573
gene:Bcin04g02070	2	0	2	1	3	2
gene:Bcin04g02080	0	0	2	4	4	0
gene:Bcin04g02090	1781	1856	1838	1311	982	818
gene:Bcin04g02100	1186	1268	1148	1123	867	771
gene:Bcin04g02110	341	383	333	418	259	267
gene:Bcin04g02120	495	583	486	1128	1210	890
gene:Bcin04g02130	218	229	178	197	132	154
gene:Bcin04g02140	413	469	442	368	273	295
gene:Bcin04g02150	728	849	681	860	695	615
gene:Bcin04g02160	743	782	596	508	393	377
gene:Bcin04g02170	3	4	2	5	3	1
gene:Bcin04g02180	1	3	2	5	12	5
gene:Bcin04g02190	1406	1719	1221	2053	2126	1400
gene:Bcin04g02200	1549	1740	1555	2321	1630	1713
gene:Bcin04g02210	801	846	686	561	554	433
gene:Bcin04g02220	134	158	134	115	96	85
gene:Bcin04g02230	173	237	188	239	153	155
gene:Bcin04g02240	86	104	124	90	76	65
gene:Bcin04g02250	723	905	623	234	243	204
gene:Bcin04g02260	289	331	278	291	272	232
gene:Bcin04g02270	4	6	6	2	4	2
gene:Bcin04g02280	4	4	2	4	10	8
gene:Bcin04g02290	26	28	25	46	66	25
gene:Bcin04g02300	52	58	23	47	131	52
gene:Bcin04g02310	34	44	32	40	128	76
gene:Bcin04g02320	3	6	1	1	8	2
gene:Bcin04g02330	2	3	0	4	7	4
gene:Bcin04g02340	1654	1588	1624	3640	8752	3268
gene:Bcin04g02350	99	121	99	95	151	82
gene:Bcin04g02360	879	904	779	582	818	465
gene:Bcin04g02370	259	240	315	97	483	128
gene:Bcin04g02380	10	17	6	7	22	9
gene:Bcin04g02390	2	3	3	7	0	5
gene:Bcin04g02400	7	14	9	12	12	12
gene:Bcin04g02410	1779	2120	1772	661	519	451
gene:Bcin04g02420	427	447	374	342	367	281
gene:Bcin04g02430	4	3	2	6	7	2
gene:Bcin04g02440	0	0	0	0	0	0
gene:Bcin04g02450	0	1	0	0	0	0
gene:Bcin04g02460	0	2	2	0	1	0
gene:Bcin04g02470	1192	1324	1148	930	1273	824
gene:Bcin04g02480	6	7	2	16	5	4
gene:Bcin04g02490	1394	1637	1671	966	730	688
gene:Bcin04g02500	31	44	33	26	15	23
gene:Bcin04g02510	17	14	16	27	23	16
gene:Bcin04g02520	630	541	502	36	41	19
gene:Bcin04g02530	0	0	0	0	0	0
gene:Bcin04g02540	2570	2833	2232	3620	4600	2786
gene:Bcin04g02550	0	0	0	1	3	0
gene:Bcin04g02560	0	0	0	0	0	0
gene:Bcin04g02570	0	0	0	0	0	0
gene:Bcin04g02580	0	0	0	0	0	0
gene:Bcin04g02590	1	0	0	1	2	1
gene:Bcin04g02600	98	106	80	273	236	176
gene:Bcin04g02610	0	4	0	3	0	1
gene:Bcin04g02620	0	0	0	0	1	3
gene:Bcin04g02630	4	4	5	9	10	8
gene:Bcin04g02640	17	14	13	29	34	13
gene:Bcin04g02650	243	339	372	110	83	79
gene:Bcin04g02660	2355	2522	2548	84	65	53
gene:Bcin04g02670	319	402	218	262	207	162
gene:Bcin04g02680	29	63	40	41	61	34
gene:Bcin04g02690	1	1	1	3	2	0
gene:Bcin04g02700	1	4	5	25	30	18
gene:Bcin04g02710	48	80	53	139	147	115
gene:Bcin04g02720	319	388	307	423	696	391
gene:Bcin04g02730	785	865	652	547	515	434
gene:Bcin04g02740	1128	1230	1013	1800	1666	1155
gene:Bcin04g02750	8318	9714	8046	13241	13136	9622
gene:Bcin04g02760	10	7	4	23	15	9
gene:Bcin04g02770	3	11	2	9	12	6
gene:Bcin04g02780	1	1	0	0	0	2
gene:Bcin04g02790	459	563	356	317	276	219
gene:Bcin04g02800	236	246	280	180	170	122
gene:Bcin04g02810	825	931	789	799	657	589
gene:Bcin04g02820	6	7	1	9	14	10
gene:Bcin04g02830	1	4	2	1	0	1
gene:Bcin04g02840	0	0	0	0	0	0
gene:Bcin04g02850	0	0	0	1	0	0
gene:Bcin04g02860	0	0	1	2	6	0
gene:Bcin04g02870	546	588	466	1246	1055	757
gene:Bcin04g02880	0	0	1	0	0	0
gene:Bcin04g02890	2039	2202	1976	3767	6700	3228
gene:Bcin04g02900	0	0	1	0	1	4
gene:Bcin04g02910	0	0	0	0	0	0
gene:Bcin04g02920	0	0	0	0	0	0
gene:Bcin04g02930	385	513	348	26	39	36
gene:Bcin04g02940	180	227	231	81	83	45
gene:Bcin04g02950	108	95	88	2637	3338	2278
gene:Bcin04g02960	256	284	227	391	268	250
gene:Bcin04g02970	1807	1944	1854	1961	1738	1332
gene:EFBcG00000013326	1	0	1	1	0	0
gene:Bcin04g02980	13	24	9	17	23	10
gene:Bcin04g02990	4	8	2	8	3	3
gene:Bcin04g03000	72	86	61	42	32	21
gene:Bcin04g03010	413	498	482	390	341	249
gene:Bcin04g03020	964	851	676	910	653	560
gene:Bcin04g03030	3900	3934	3255	4141	3487	2837
gene:Bcin04g03040	5130	5662	5510	6597	5374	4623
gene:Bcin04g03050	929	839	923	269	319	234
gene:Bcin04g03060	1739	1829	1571	1794	1467	1201
gene:Bcin04g03070	334	344	287	242	228	181
gene:Bcin04g03080	28	35	24	32	32	23
gene:Bcin04g03090	686	704	694	396	325	245
gene:Bcin04g03100	7260	6800	8196	19588	12672	12042
gene:Bcin04g03110	1029	1270	963	1482	932	842
gene:Bcin04g03120	4944	6283	4181	8519	8728	4523
gene:Bcin04g03130	2181	2451	2078	2863	2726	2087
gene:Bcin04g03140	1243	1531	1098	1665	1526	975
gene:Bcin04g03150	413	522	145	73	51	46
gene:Bcin04g03160	1127	1225	1134	589	939	717
gene:Bcin04g03170	1	0	0	0	0	0
gene:Bcin04g03190	3084	3750	2478	2487	2522	2068
gene:Bcin04g03200	1	2	0	1	1	1
gene:Bcin04g03210	1	0	0	0	1	0
gene:Bcin04g03220	78	127	98	40	39	24
gene:Bcin04g03230	3106	3735	2284	77	59	57
gene:Bcin04g03240	736	857	522	213	178	155
gene:Bcin04g03250	300	365	272	221	143	112
gene:Bcin04g03260	198	296	172	200	249	172
gene:Bcin04g03270	3	3	8	105	37	26
gene:Bcin04g03280	39	46	49	31	25	31
gene:Bcin04g03290	3	2	2	19	4	16
gene:Bcin04g03300	1	4	1	1	9	5
gene:Bcin04g03310	715	997	617	320	193	160
gene:Bcin04g03320	658	798	449	316	215	201
gene:Bcin04g03330	17167	18054	15631	8129	7405	6636
gene:Bcin04g03340	899	977	582	468	363	299
gene:Bcin04g03350	2	1	2	3	3	4
gene:Bcin04g03360	763	774	553	630	446	279
gene:Bcin04g03370	697	717	461	394	251	213
gene:Bcin04g03380	3	5	1	25	25	13
gene:Bcin04g03390	604	716	779	1295	1091	932
gene:Bcin04g03400	526	499	387	628	380	353
gene:Bcin04g03410	450	496	446	543	397	302
gene:Bcin04g03420	1497	1666	1417	963	897	688
gene:Bcin04g03430	3353	4074	3075	4217	4252	3362
gene:Bcin04g03440	1782	2360	1815	2884	2211	2038
gene:Bcin04g03450	340	363	294	331	203	248
gene:Bcin04g03460	235	267	226	134	165	123
gene:Bcin04g03470	36	33	26	12	12	11
gene:Bcin04g03480	0	0	0	0	0	0
gene:Bcin04g03490	1926	2206	1592	1403	1381	1190
gene:Bcin04g03500	66	72	47	61	68	54
gene:Bcin04g03510	4214	4227	3847	19602	20163	14946
gene:Bcin04g03520	925	982	950	654	632	493
gene:Bcin04g03530	186	238	167	149	121	128
gene:Bcin04g03540	0	0	0	0	0	0
gene:EFBcG00000013188	0	0	0	0	0	0
gene:Bcin04g03550	132	151	78	421	225	230
gene:Bcin04g03560	3	1	1	6	5	5
gene:Bcin04g03570	110	165	53	77	52	37
gene:Bcin04g03580	2817	3096	2492	2751	1736	1829
gene:Bcin04g03590	1008	1109	1011	976	684	721
gene:Bcin04g03600	380	482	376	402	277	293
gene:Bcin04g03610	658	750	570	468	362	306
gene:Bcin04g03620	717	1120	660	679	799	597
gene:Bcin04g03630	26	31	28	273	362	172
gene:Bcin04g03640	7	3	3	8	8	6
gene:Bcin04g03650	20	26	17	14	17	14
gene:Bcin04g03660	4825	5888	4475	5050	4745	3880
gene:Bcin04g03670	1305	1704	1173	1596	1295	1055
gene:Bcin04g03680	228	252	234	283	312	244
gene:Bcin04g03690	2871	3523	2572	3324	2392	2125
gene:Bcin04g03700	256	284	201	77	63	51
gene:Bcin04g03710	614	728	543	157	81	109
gene:Bcin04g03720	87	83	46	54	27	21
gene:Bcin04g03730	1	1	0	1	0	2
gene:Bcin04g03740	7	6	5	5	8	6
gene:Bcin04g03750	104	161	70	82	96	82
gene:Bcin04g03760	0	0	1	0	1	0
gene:Bcin04g03770	1570	2090	1609	2116	1659	1383
gene:Bcin04g03780	69	61	43	109	70	59
gene:Bcin04g03790	1025	1289	987	1300	994	1022
gene:Bcin04g03800	2	2	2	21	31	10
gene:Bcin04g03810	6	2	0	3	6	0
gene:Bcin04g03820	1	1	1	2	1	0
gene:Bcin04g03830	4	5	4	5	1	4
gene:Bcin04g03840	995	1252	993	1168	753	725
gene:Bcin04g03850	451	517	493	496	377	324
gene:Bcin04g03860	413	382	302	412	285	254
gene:Bcin04g03870	1469	1736	1307	1271	838	829
gene:Bcin04g03880	73	78	55	297	461	298
gene:Bcin04g03890	268	331	261	254	267	188
gene:Bcin04g03900	13	32	6	456	525	439
gene:Bcin04g03910	1	4	0	5	12	6
gene:Bcin04g03920	1571	1025	1512	1446	1638	1343
gene:Bcin04g03930	0	0	0	0	0	0
gene:Bcin04g03940	0	0	0	1	0	0
gene:Bcin04g03950	0	0	0	0	0	0
gene:Bcin04g03960	1558	1497	1101	822	996	696
gene:Bcin04g03970	971	1072	828	779	559	451
gene:Bcin04g03980	1729	2051	1644	1313	1276	1064
gene:Bcin04g03990	4	2	2	12	5	3
gene:Bcin04g04000	111	119	90	100	73	49
gene:Bcin04g04010	1561	1793	1399	999	1029	719
gene:Bcin04g04020	663	728	610	708	666	567
gene:Bcin04g04030	1340	1488	1336	1537	1134	1092
gene:Bcin04g04040	684	731	630	693	663	519
gene:Bcin04g04050	0	0	0	1	0	1
gene:Bcin04g04060	514	572	556	433	458	322
gene:EFBcG00000013212	0	0	0	0	0	0
gene:ENSRNA049511741	0	0	0	0	0	0
gene:Bcin04g04070	4054	4008	2894	1816	1686	876
gene:Bcin04g04080	136	187	155	140	140	146
gene:Bcin04g04090	933	1080	912	1137	716	684
gene:Bcin04g04100	3447	3606	5529	262	184	147
gene:Bcin04g04110	102	138	139	91	70	51
gene:Bcin04g04120	2064	3085	1340	1428	1732	1430
gene:Bcin04g04130	1482	1717	1429	1465	1515	1169
gene:Bcin04g04140	52	54	33	105	101	76
gene:Bcin04g04150	21	25	10	33	33	19
gene:Bcin04g04160	834	942	665	594	567	492
gene:Bcin04g04170	481	544	491	681	507	471
gene:Bcin04g04180	604	638	511	551	477	436
gene:ENSRNA049511863	96	93	86	156	114	111
gene:Bcin04g04190	3470	4104	4252	10762	13925	10876
gene:Bcin04g04200	170	242	144	243	221	197
gene:Bcin04g04210	525	707	556	458	455	404
gene:Bcin04g04220	587	695	571	657	455	460
gene:Bcin04g04230	907	998	800	637	436	466
gene:Bcin04g04240	256	297	346	247	314	183
gene:Bcin04g04250	771	741	875	361	753	339
gene:Bcin04g04260	3114	3668	2844	2659	1759	1816
gene:Bcin04g04270	116	145	123	107	90	83
gene:Bcin04g04280	896	953	899	831	710	598
gene:Bcin04g04290	20304	20703	18790	24929	22966	18897
gene:Bcin04g04300	1048	1159	924	1452	1238	1028
gene:Bcin04g04310	31	24	30	24	10	11
gene:Bcin04g04320	1039	1086	1024	1817	1270	1352
gene:Bcin04g04330	87	131	94	134	108	73
gene:Bcin04g04340	26	49	27	24	17	30
gene:Bcin04g04350	657	881	322	326	291	323
gene:Bcin04g04360	2631	2419	2549	2187	1403	1420
gene:Bcin04g04370	30	39	31	34	25	16
gene:Bcin04g04380	50	64	42	90	58	31
gene:Bcin04g04390	26	33	18	29	37	14
gene:Bcin04g04400	1100	1345	980	1809	1758	1160
gene:Bcin04g04410	224	227	188	226	181	140
gene:Bcin04g04420	915	919	852	856	856	574
gene:Bcin04g04430	1509	1682	1518	985	1051	832
gene:Bcin04g04440	570	636	517	923	970	791
gene:EFBcG00000013276	0	0	0	0	0	0
gene:EFBcG00000013259	0	0	0	0	0	0
gene:EFBcG00000013128	0	0	0	0	0	0
gene:Bcin04g04450	27	19	27	70	42	24
gene:EFBcG00000013308	0	0	0	0	0	0
gene:ENSRNA049511774	0	0	0	0	0	0
gene:Bcin04g04460	227	292	229	394	284	244
gene:Bcin04g04470	1011	1131	924	514	344	358
gene:Bcin04g04480	687	757	672	693	541	532
gene:Bcin04g04490	4178	4310	4321	4925	2986	3178
gene:Bcin04g04500	11992	13264	11786	12895	10628	9937
gene:Bcin04g04510	441	423	430	258	231	172
gene:Bcin04g04520	1850	2122	1597	1826	1254	1141
gene:Bcin04g04530	20	22	17	16	12	17
gene:Bcin04g04540	0	1	3	7	3	2
gene:Bcin04g04550	441	411	343	387	235	236
gene:Bcin04g04560	27	14	17	17	15	24
gene:Bcin04g04570	1	0	0	0	2	0
gene:Bcin04g04580	121	232	83	55	42	35
gene:Bcin04g04590	237	287	228	737	986	550
gene:Bcin04g04600	362	422	332	526	519	392
gene:Bcin04g04610	989	1256	889	789	770	676
gene:Bcin04g04620	101	113	86	142	188	140
gene:Bcin04g04630	476	592	389	428	261	324
gene:Bcin04g04640	128	168	100	131	79	77
gene:Bcin04g04650	3	2	0	7	5	3
gene:Bcin04g04660	3	14	6	4	3	13
gene:Bcin04g04670	76	88	72	79	46	37
gene:Bcin04g04680	36	41	38	57	60	35
gene:Bcin04g04690	12	6	8	4	3	5
gene:Bcin04g04700	1	1	1	2	1	3
gene:Bcin04g04710	1	1	1	0	1	0
gene:Bcin04g04720	6	3	1	2	3	0
gene:Bcin04g04730	1	1	4	1	0	0
gene:Bcin04g04740	1	1	1	5	6	2
gene:Bcin04g04750	3	0	0	3	3	1
gene:Bcin04g04760	3	2	1	6	2	1
gene:Bcin04g04770	464	539	391	894	680	601
gene:Bcin04g04780	97	127	78	104	89	72
gene:Bcin04g04790	702	776	608	481	384	367
gene:Bcin04g04800	1280	1148	1540	4354	3559	2790
gene:Bcin04g04810	1491	2078	879	698	406	385
gene:Bcin04g04820	5009	5988	5005	4844	3831	3366
gene:Bcin04g04830	2448	2490	1778	104	105	74
gene:Bcin04g04840	18	17	24	19	19	17
gene:Bcin04g04850	19	19	13	5	15	11
gene:Bcin04g04860	1	1	0	0	1	1
gene:Bcin04g04870	0	1	2	40	32	19
gene:Bcin04g04880	441	283	343	42	29	38
gene:Bcin04g04890	13	5	11	2	5	6
gene:Bcin04g04900	674	715	546	445	565	432
gene:Bcin04g04910	1287	1635	1170	2451	3400	2240
gene:Bcin04g04920	11797	9596	8265	75340	109172	78964
gene:EFBcG00000013226	1	2	0	3	0	0
gene:Bcin04g04930	356	519	419	649	954	765
gene:Bcin04g04940	3	2	0	1	1	1
gene:Bcin04g04950	8	14	7	12	9	15
gene:Bcin04g04960	23	28	15	32	21	15
gene:Bcin04g04970	657	857	749	569	402	326
gene:Bcin04g04980	784	927	766	625	613	508
gene:Bcin04g04990	2	1	2	6	3	2
gene:Bcin04g05000	170	402	88	711	1690	932
gene:Bcin04g05010	1088	1644	817	1514	1402	1228
gene:Bcin04g05020	159	108	139	3134	3575	2285
gene:Bcin04g05030	865	1055	833	570	393	392
gene:Bcin04g05040	1845	2453	1609	1507	1273	1111
gene:Bcin04g05050	3808	4452	2847	2513	3151	2470
gene:Bcin04g05060	1585	1647	1199	1736	1228	1073
gene:Bcin04g05070	25864	27062	23534	38518	32308	29286
gene:Bcin04g05080	88	118	76	120	80	78
gene:Bcin04g05090	11	17	7	31	18	35
gene:Bcin04g05100	0	0	0	3	2	2
gene:Bcin04g05110	9	10	9	20	15	7
gene:Bcin04g05120	260	221	374	77	52	28
gene:Bcin04g05130	2007	2389	2081	1349	1053	947
gene:Bcin04g05140	911	1054	861	433	535	473
gene:Bcin04g05150	2040	2295	1831	1737	1430	1198
gene:Bcin04g05160	3	4	0	4	1	2
gene:Bcin04g05170	129	182	192	82	58	46
gene:Bcin04g05180	243	204	178	178	162	134
gene:Bcin04g05190	22104	22113	19543	31814	26140	22953
gene:Bcin04g05200	3	5	3	9	3	4
gene:Bcin04g05210	81	66	60	52	59	43
gene:Bcin04g05220	272	312	231	297	203	188
gene:Bcin04g05230	513	591	421	550	431	353
gene:Bcin04g05240	282	300	210	199	139	147
gene:Bcin04g05250	488	516	526	651	570	471
gene:Bcin04g05260	6057	6735	5075	4295	2639	2843
gene:Bcin04g05270	53	70	43	303	361	323
gene:Bcin04g05280	187	180	136	360	265	192
gene:Bcin04g05290	0	4	1	5	2	3
gene:Bcin04g05300	3509	4179	3279	2851	1875	1857
gene:Bcin04g05310	87	87	70	91	103	69
gene:Bcin04g05320	1347	1513	1420	1137	735	597
gene:Bcin04g05330	331	403	295	204	172	168
gene:Bcin04g05340	30	34	26	39	31	36
gene:Bcin04g05350	70	99	64	88	67	51
gene:Bcin04g05360	669	716	671	640	585	456
gene:Bcin04g05370	516	622	546	1077	2029	944
gene:Bcin04g05380	147	141	120	148	149	126
gene:Bcin04g05390	548	585	490	615	500	384
gene:Bcin04g05400	8	9	5	18	19	7
gene:Bcin04g05410	3896	4196	3698	2932	2453	2027
gene:Bcin04g05420	969	1035	960	711	494	442
gene:Bcin04g05430	25	30	23	67	64	37
gene:Bcin04g05440	21115	22037	18891	30409	24314	20299
gene:Bcin04g05450	108	147	113	177	128	123
gene:Bcin04g05460	345	393	347	351	287	305
gene:Bcin04g05470	136	138	151	164	134	145
gene:Bcin04g05480	787	918	854	2734	5492	2099
gene:Bcin04g05490	839	971	912	4112	7519	2840
gene:Bcin04g05500	548	591	524	570	422	409
gene:Bcin04g05510	1941	2204	1753	1983	1244	1185
gene:Bcin04g05520	947	970	969	696	603	562
gene:Bcin04g05530	2	2	2	8	6	7
gene:Bcin04g05540	4	7	0	6	5	6
gene:Bcin04g05550	0	0	0	0	0	0
gene:Bcin04g05560	2277	2255	767	1129	1037	661
gene:Bcin04g05570	4	5	2	13	7	9
gene:Bcin04g05580	2265	2411	1671	101	118	97
gene:Bcin04g05590	1642	2043	1147	1574	1424	1084
gene:Bcin04g05600	875	783	1056	413	800	460
gene:Bcin04g05610	1375	1678	1466	1403	1368	958
gene:Bcin04g05620	2285	2689	2162	1821	1425	1240
gene:Bcin04g05630	1540	1904	1404	1747	1423	1150
gene:Bcin04g05640	327	367	298	408	238	247
gene:Bcin04g05650	371	324	370	474	421	306
gene:Bcin04g05660	230	276	224	309	261	262
gene:Bcin04g05670	1102	1210	1049	980	734	679
gene:Bcin04g05680	5212	6004	4487	1313	1020	946
gene:Bcin04g05690	4	5	8	10	3	8
gene:Bcin04g05700	4891	3919	6311	1027	1530	932
gene:Bcin04g05710	679	593	568	347	300	295
gene:Bcin04g05720	794	798	994	562	1235	675
gene:Bcin04g05730	314	316	248	349	225	234
gene:Bcin04g05740	876	970	863	508	468	459
gene:Bcin04g05750	4	4	3	8	4	5
gene:Bcin04g05760	8	5	4	13	16	6
gene:Bcin04g05770	55	67	55	56	39	53
gene:Bcin04g05780	1256	1313	1204	1031	770	768
gene:Bcin04g05790	654	706	559	710	562	535
gene:Bcin04g05800	543	573	410	539	365	367
gene:Bcin04g05810	2459	2484	1959	2554	2569	2025
gene:Bcin04g05820	2018	2236	1734	1402	1568	1154
gene:Bcin04g05830	745	805	677	627	561	472
gene:Bcin04g05840	195	201	228	266	181	177
gene:Bcin04g05850	889	932	917	665	502	481
gene:Bcin04g05860	587	675	575	736	529	526
gene:Bcin04g05870	124	166	118	149	95	101
gene:Bcin04g05880	30	45	22	71	40	23
gene:Bcin04g05890	334	334	284	272	358	281
gene:Bcin04g05900	2251	2435	2656	2212	2283	1859
gene:Bcin04g05910	1285	1409	1120	1255	1273	1012
gene:Bcin04g05920	4112	4751	3853	4525	4892	4017
gene:Bcin04g05930	1011	1084	944	971	765	732
gene:Bcin04g05940	506	667	574	919	592	566
gene:Bcin04g05950	1327	1350	1276	801	928	813
gene:Bcin04g05960	149	133	171	368	1115	985
gene:Bcin04g05970	87	68	60	121	82	83
gene:Bcin04g05980	452	476	440	497	391	340
gene:Bcin04g05990	421	416	312	368	274	250
gene:Bcin04g06000	7283	7301	6667	3435	5340	3935
gene:Bcin04g06010	9	9	7	11	12	7
gene:Bcin04g06020	18172	18334	18437	165	164	89
gene:Bcin04g06030	474	502	433	386	698	214
gene:Bcin04g06040	112	106	123	119	110	50
gene:Bcin04g06050	5	9	2	5	7	2
gene:Bcin04g06060	256	290	231	358	385	316
gene:Bcin04g06070	60	97	46	152	145	87
gene:Bcin04g06080	9	12	3	6	2	1
gene:Bcin04g06090	0	0	0	3	0	3
gene:Bcin04g06100	72	69	54	71	72	57
gene:Bcin04g06110	5	5	6	7	10	3
gene:Bcin04g06120	2	2	1	6	3	6
gene:Bcin04g06130	9	3	1	2	1	2
gene:Bcin04g06140	333	372	223	425	291	291
gene:Bcin04g06150	53	52	43	80	98	62
gene:Bcin04g06160	64	89	65	79	68	60
gene:Bcin04g06170	266	360	218	176	124	122
gene:Bcin04g06180	753	820	639	934	647	587
gene:Bcin04g06190	29	27	21	139	65	53
gene:Bcin04g06200	3	4	1	4	5	3
gene:Bcin04g06210	301	328	178	157	261	204
gene:Bcin04g06220	9	15	3	8	6	2
gene:Bcin04g06230	1365	1394	1483	1619	2072	1755
gene:Bcin04g06240	867	1000	813	874	731	709
gene:Bcin04g06250	181	251	104	39	17	29
gene:Bcin04g06260	3	9	1	7	0	3
gene:Bcin04g06270	2	4	1	5	0	0
gene:Bcin04g06280	3	0	0	1	0	0
gene:Bcin04g06290	1822	1964	1679	1080	1007	789
gene:Bcin04g06300	1184	1008	1152	323	381	351
gene:Bcin04g06310	1765	1683	1786	2460	1772	1550
gene:Bcin04g06320	0	0	1	2	0	1
gene:ENSRNA049511759	0	0	0	0	0	0
gene:EFBcG00000013178	0	0	0	0	0	0
gene:Bcin04g06330	5332	5752	2567	313	126	155
gene:Bcin04g06340	5	9	5	7	16	0
gene:Bcin04g06350	3	2	3	6	5	7
gene:Bcin04g06360	11	16	7	7	3	7
gene:Bcin04g06370	10	12	8	33	14	8
gene:Bcin04g06380	14	11	7	12	3	5
gene:Bcin04g06390	285	287	212	105	117	120
gene:Bcin04g06400	8709	9903	9487	4010	4012	3420
gene:Bcin04g06410	2930	2727	2135	393	334	290
gene:Bcin04g06420	78	98	68	61	52	54
gene:Bcin04g06430	73	48	49	28	32	24
gene:Bcin04g06440	1	1	1	1	1	3
gene:Bcin04g06450	10231	15284	5971	16824	20236	15918
gene:Bcin04g06460	2	6	0	7	3	10
gene:Bcin04g06470	3	2	2	0	8	2
gene:Bcin04g06480	1	1	0	0	3	0
gene:Bcin04g06490	3	4	0	3	1	3
gene:Bcin04g06500	1	5	5	9	3	1
gene:Bcin04g06510	34	34	44	20	14	15
gene:Bcin04g06520	1	6	1	13	3	4
gene:Bcin04g06530	29	28	11	38	22	23
gene:Bcin04g06540	25	14	10	248	247	66
gene:Bcin04g06550	30	36	31	30	22	29
gene:Bcin04g06560	726	726	773	1225	1521	866
gene:Bcin04g06570	10768	11548	11426	15474	11244	12418
gene:Bcin04g06580	3	2	1	7	5	5
gene:Bcin04g06590	26	24	5	432	376	369
gene:Bcin04g06600	3	8	3	17	10	12
gene:Bcin04g06610	4	2	1	1	0	4
gene:Bcin04g06620	1	1	2	27	49	43
gene:Bcin04g06630	27	18	4	390	365	265
gene:EFBcG00000013317	0	0	0	0	0	0
gene:ENSRNA049511803	0	0	0	0	0	0
gene:Bcin04g06640	197	289	186	187	187	162
gene:Bcin04g06650	11629	12349	11297	16900	29692	17949
gene:Bcin04g06660	1405	1497	1328	1455	1776	1342
gene:Bcin04g06670	781	956	693	594	437	397
gene:Bcin04g06680	669	880	771	1884	1273	1243
gene:Bcin04g06690	269	350	266	199	179	176
gene:Bcin04g06700	174	174	172	269	183	158
gene:Bcin04g06710	229	193	181	16	29	39
gene:Bcin04g06720	2701	3021	2313	2065	2706	1850
gene:Bcin04g06730	22311	19185	19142	10605	18722	11258
gene:EFBcG00000013271	0	0	3	2	1	0
gene:Bcin04g06740	2490	3055	2146	4194	3221	3102
gene:Bcin04g06750	158	153	148	231	150	134
gene:Bcin04g06760	1680	1843	1686	1541	1106	966
gene:Bcin04g06770	713	801	666	626	583	462
gene:Bcin04g06780	3	4	3	3	5	7
gene:Bcin04g06790	2662	2997	2727	3516	2800	2562
gene:Bcin04g06800	3	5	3	38	26	23
gene:Bcin04g06810	242	267	237	272	177	175
gene:Bcin04g06820	430	447	317	482	291	328
gene:Bcin04g06830	8944	10211	5171	4998	5592	4020
gene:Bcin04g06840	18	23	14	10	11	11
gene:Bcin04g06850	2474	3004	2241	1713	1219	1186
gene:Bcin04g06860	112	160	87	61	50	46
gene:Bcin04g06870	420	428	320	198	146	154
gene:Bcin04g06880	1254	1350	1377	1970	2624	1806
gene:Bcin04g06890	5175	5363	5088	6662	4781	4552
gene:Bcin04g06900	890	767	809	630	427	367
gene:Bcin04g06910	6	1	8	23	17	2
gene:Bcin04g06920	2	1	3	63	108	94
gene:Bcin04g06930	4	1	1	445	419	346
gene:Bcin04g06970	0	1	0	0	0	1
gene:Bcin04g06980	0	0	0	0	1	0
gene:Bcin04g06990	131	168	259	122	106	81
gene:Bcin05g00005	0	0	0	2	0	0
gene:Bcin05g00008	1521	1458	1389	1091	935	785
gene:Bcin05g00010	6140	9215	13905	785	538	549
gene:Bcin05g00020	560	644	655	108	94	81
gene:Bcin05g00030	5644	6750	6565	8	4	6
gene:Bcin05g00040	4	1	1	0	0	0
gene:Bcin05g00050	1	0	0	0	0	2
gene:Bcin05g00060	551	627	463	359	213	215
gene:Bcin05g00070	556	498	469	587	424	348
gene:Bcin05g00080	1709	2103	1641	2648	2138	1908
gene:Bcin05g00090	4134	4290	3383	4748	4434	3532
gene:Bcin05g00100	38	30	43	24	13	2
gene:Bcin05g00110	337	350	279	203	129	116
gene:Bcin05g00120	931	1073	708	340	271	289
gene:Bcin05g00130	719	759	521	1430	2225	778
gene:Bcin05g00140	2133	2494	2151	1313	1261	1040
gene:Bcin05g00150	2240	2272	2439	2341	1658	1429
gene:Bcin05g00160	1444	1624	1372	1182	869	956
gene:Bcin05g00170	892	1021	802	951	699	660
gene:Bcin05g00180	24424	24782	18823	22780	18298	17421
gene:Bcin05g00190	397	432	351	387	262	223
gene:Bcin05g00200	825	922	814	668	468	487
gene:Bcin05g00210	112	114	110	113	89	87
gene:Bcin05g00220	962	1073	799	640	581	489
gene:Bcin05g00230	283	359	240	594	504	349
gene:Bcin05g00240	2134	2433	2165	1958	1784	1354
gene:Bcin05g00250	13	37	17	33	24	19
gene:Bcin05g00260	792	874	798	670	685	471
gene:Bcin05g00270	0	0	0	1	0	0
gene:Bcin05g00280	0	0	0	0	0	0
gene:Bcin05g00290	0	1	0	0	2	0
gene:Bcin05g00300	102	135	89	65	56	44
gene:Bcin05g00310	25	25	22	18	10	7
gene:Bcin05g00320	1007	1432	635	643	584	491
gene:Bcin05g00330	2141	1915	2265	1674	1791	1161
gene:Bcin05g00340	3181	3573	2327	390	197	226
gene:Bcin05g00350	975	1061	721	1090	2086	1497
gene:Bcin05g00360	2715	3276	2499	1884	2066	1414
gene:Bcin05g00370	1482	1638	1442	1419	1308	1021
gene:Bcin05g00380	5606	6070	4001	3640	4489	3078
